Gender,state,sector,Age,Edu_level,workin_agri_forestry_fishing,Voters_card,BVN,Tax_invoice,Tax_cert,invest_freq,Borrowed_in_past,Paying_borrowed,Debt,Drought_damage,Pest_infestation,Avg_income,Own_agri_land,Own_agri_mech_tool,banked,saving_strand,credit_strand,insurance_strand,investments_physical_assets,investments_capital_markets,finhealth_resilience,finhealth_access,finlit_knowledge,finhealth_indicator_final
1,OYO,2,23,5,0,1,2,2,2,3,1,2,2,2,2,2,3,3,1,0,4,0,2,2,1,0,2,1
2,OYO,1,24,5,1,2,2,1,2,3,1,2,3,2,2,2,2,3,1,0,4,1,2,2,0,0,0,0
2,OYO,1,25,5,0,2,2,2,2,3,1,2,2,2,2,1,3,3,1,3,4,0,2,2,0,0,0,0
2,OYO,1,23,6,0,2,1,2,2,3,1,2,2,2,1,2,3,3,1,2,4,0,2,2,2,0,2,1
1,OYO,1,18,6,0,2,2,2,2,1,1,2,1,2,2,1,3,3,1,1,1,0,2,1,2,0,2,1
2,OYO,1,23,6,0,2,2,2,2,3,1,2,2,2,2,2,3,3,1,2,4,0,2,2,0,0,2,1
2,OYO,1,25,5,0,2,1,2,2,3,2,2,1,2,2,19,3,3,1,3,4,0,2,2,0,0,0,1
2,OYO,1,21,5,0,2,1,2,1,3,1,2,3,2,2,2,3,3,1,1,4,0,2,2,0,0,2,1
2,OYO,1,23,7,1,1,1,2,2,3,1,2,2,2,2,2,3,3,1,1,4,0,1,2,1,0,2,1
2,OYO,1,25,7,0,1,1,2,2,3,1,2,2,2,2,2,3,3,1,1,4,0,1,2,2,0,0,1
2,OYO,2,25,5,1,1,1,2,2,3,1,2,2,2,2,2,2,3,1,3,4,0,1,2,0,0,0,1
2,OYO,1,25,5,0,1,2,2,2,3,1,2,2,2,2,2,3,3,1,3,2,0,2,2,2,0,0,1
1,OYO,1,23,5,0,1,1,2,2,3,1,2,2,2,2,1,3,3,1,1,4,0,2,2,0,0,2,1
2,OYO,1,20,6,0,2,1,2,2,3,1,2,2,2,2,19,3,3,1,3,4,0,2,2,1,0,2,1
1,OYO,1,23,5,0,2,1,2,2,3,1,2,1,2,2,2,3,3,1,3,4,0,2,2,0,1,1,1
1,OYO,1,25,4,1,2,1,2,2,3,1,2,1,2,2,2,3,3,1,1,4,0,2,2,0,1,2,0
2,OYO,1,24,6,0,1,2,2,2,2,1,2,2,2,2,3,3,3,1,1,4,0,2,2,2,0,0,1
2,PLATEAU,2,18,3,1,1,2,2,2,3,1,2,2,2,2,1,3,3,2,0,4,0,2,2,2,0,0,1
2,PLATEAU,2,22,3,1,1,2,2,2,3,1,1,1,2,2,1,2,3,2,0,4,0,1,2,0,0,1,1
2,PLATEAU,2,25,3,1,1,2,2,2,2,1,2,2,2,2,1,3,3,2,0,4,0,1,2,0,0,1,0
2,PLATEAU,2,25,4,1,1,2,2,2,3,1,2,2,2,2,1,1,3,2,0,4,0,1,2,1,0,0,1
1,PLATEAU,2,18,4,1,2,1,2,2,2,1,2,2,2,2,1,3,3,2,0,4,0,1,2,0,0,0,1
2,PLATEAU,1,25,5,0,1,1,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,1,2,1,0,0,1
2,PLATEAU,2,25,4,1,1,1,2,2,3,1,2,2,2,2,1,2,3,2,0,4,0,1,2,1,1,0,1
2,PLATEAU,2,23,5,0,1,1,2,2,3,1,2,1,2,2,1,3,3,2,0,4,0,2,2,1,0,0,0
2,PLATEAU,2,20,2,1,2,2,2,2,3,1,2,2,2,2,1,3,3,2,0,4,0,2,2,1,0,0,0
2,PLATEAU,2,22,5,1,1,2,2,2,3,1,2,1,2,2,1,1,3,2,0,4,0,1,2,0,0,0,0
1,PLATEAU,2,25,4,1,1,2,1,2,3,2,1,3,2,2,1,2,3,2,0,4,0,1,2,0,0,0,1
2,PLATEAU,2,23,2,1,1,2,2,2,2,1,2,2,2,1,1,3,3,2,3,3,0,2,2,0,0,1,1
1,PLATEAU,2,23,5,1,2,2,2,2,2,1,1,2,2,2,1,1,3,2,3,4,0,1,2,1,0,2,1
1,PLATEAU,2,25,6,1,1,2,2,2,2,1,2,2,2,2,5,1,3,1,1,4,0,1,2,1,0,2,1
2,PLATEAU,1,24,5,0,1,1,2,2,3,2,2,2,2,2,1,3,3,1,0,4,0,2,2,2,0,0,1
2,PLATEAU,2,25,4,0,1,1,2,2,3,1,2,2,2,2,1,3,3,1,3,3,0,2,2,2,0,1,1
2,PLATEAU,1,23,5,0,1,1,2,2,3,1,2,2,2,2,1,3,3,1,1,4,0,1,2,2,0,1,1
2,PLATEAU,1,24,6,0,1,1,2,2,3,2,2,1,2,2,2,3,3,1,1,4,0,2,2,1,0,2,1
1,PLATEAU,2,25,4,1,1,2,2,2,2,1,2,2,2,2,2,1,3,1,1,4,0,1,2,0,0,1,0
1,PLATEAU,2,19,5,1,1,2,2,2,3,1,2,2,2,2,2,3,3,1,3,3,0,1,2,0,0,0,0
1,PLATEAU,2,23,5,1,2,1,2,2,2,1,2,2,2,2,2,3,3,1,3,4,0,1,2,0,0,0,0
1,PLATEAU,2,18,5,1,1,1,2,2,2,1,2,4,2,2,2,1,3,1,3,3,1,1,2,1,0,2,1
2,PLATEAU,1,25,5,0,1,2,2,2,3,2,2,1,2,2,2,3,3,1,0,4,0,2,2,0,0,2,0
2,PLATEAU,2,25,4,1,1,2,1,2,1,1,1,2,2,2,1,2,3,1,0,3,0,1,2,0,0,0,1
2,RIVERS,2,18,5,0,2,2,2,2,2,1,2,1,2,2,2,2,3,2,4,4,0,2,2,0,0,0,0
2,RIVERS,2,22,5,0,2,2,2,2,3,1,2,1,2,2,2,3,3,2,0,4,0,2,2,0,0,0,0
2,RIVERS,1,25,5,0,1,2,2,2,3,2,2,2,2,2,2,3,3,2,0,4,0,2,2,0,0,0,0
1,RIVERS,1,25,4,0,2,1,2,2,3,1,2,1,2,2,3,3,3,2,3,4,0,2,2,0,0,0,1
2,RIVERS,1,24,5,1,1,2,2,2,2,1,1,2,2,2,2,3,3,2,3,4,0,1,2,2,0,0,1
2,RIVERS,2,25,5,1,1,1,2,2,2,1,2,1,2,2,2,3,3,1,2,4,0,2,2,2,0,0,2
2,RIVERS,1,21,6,0,1,1,2,2,2,1,1,1,2,1,3,3,3,1,1,4,0,1,2,2,1,2,2
2,RIVERS,1,22,5,0,1,1,2,2,2,1,2,2,2,2,18,3,3,1,1,4,0,2,2,0,0,2,1
2,RIVERS,2,25,5,0,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,4,0,2,2,0,0,2,1
2,RIVERS,1,24,5,0,1,2,2,2,3,2,1,2,2,2,2,3,3,1,1,4,0,2,2,0,0,2,1
2,RIVERS,1,22,4,0,2,2,2,2,3,1,2,2,2,2,1,3,3,1,1,4,0,2,2,0,0,1,1
2,RIVERS,2,24,5,0,1,1,2,2,2,2,1,2,2,2,3,3,3,1,1,4,0,2,2,0,0,0,1
1,SOKOTO,2,20,10,0,2,2,2,2,2,1,2,1,2,2,2,3,3,2,4,4,0,1,2,0,0,0,0
1,SOKOTO,2,20,4,0,2,2,2,2,2,1,2,1,2,2,3,3,3,2,0,4,0,1,2,0,0,0,1
1,SOKOTO,2,18,3,0,2,2,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,2,2,1,1,0,1
1,SOKOTO,2,25,10,1,1,2,2,2,2,1,2,1,2,2,2,1,3,2,4,4,0,1,2,0,0,0,1
2,SOKOTO,2,25,5,0,1,2,2,2,2,1,2,1,2,2,3,3,3,2,0,4,0,1,2,1,0,2,2
2,SOKOTO,2,18,3,0,2,2,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,2,2,0,1,0,1
1,SOKOTO,2,20,10,0,2,2,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,2,2,0,0,0,1
1,SOKOTO,2,18,5,0,2,2,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,1,2,0,1,0,1
2,SOKOTO,2,25,3,0,2,2,2,2,3,1,2,1,2,2,1,1,3,2,0,4,0,1,2,0,1,0,0
2,SOKOTO,2,18,4,0,2,2,2,2,3,1,2,2,2,2,1,3,3,2,0,4,0,1,2,0,1,0,1
2,SOKOTO,2,18,3,0,2,2,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,2,2,1,1,1,1
1,SOKOTO,2,25,4,0,1,2,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,1,2,1,1,0,1
2,SOKOTO,2,18,2,0,2,2,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,2,2,0,1,1,0
2,SOKOTO,2,18,4,0,2,2,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,1,2,1,1,0,1
2,SOKOTO,2,20,4,0,1,2,2,2,3,1,2,1,2,2,1,3,3,2,0,4,0,1,2,1,1,0,1
1,SOKOTO,2,23,4,0,1,2,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,1,2,0,1,0,1
1,SOKOTO,2,25,4,0,1,1,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,1,2,0,1,0,1
2,SOKOTO,2,25,2,1,2,2,2,2,2,1,2,1,2,2,1,1,3,2,0,4,0,1,2,1,1,0,1
1,SOKOTO,2,18,3,0,2,2,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,2,2,0,1,0,0
2,SOKOTO,2,25,2,1,1,2,2,2,2,1,2,1,2,2,1,1,3,2,0,4,0,1,2,0,1,0,0
2,SOKOTO,2,22,10,1,1,2,2,2,2,1,1,2,2,2,2,3,3,2,0,4,0,1,2,0,0,0,1
1,SOKOTO,2,20,5,1,1,2,2,2,3,1,2,1,2,2,1,1,3,2,0,4,0,1,2,0,1,0,0
1,SOKOTO,2,21,10,0,2,2,2,2,1,1,2,1,2,2,2,1,3,2,4,4,0,1,2,0,0,0,1
1,SOKOTO,2,20,10,0,1,2,2,2,2,1,2,1,2,2,2,1,3,2,4,4,0,1,2,0,0,0,1
2,SOKOTO,2,25,5,0,1,2,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,2,2,2,1,1,2
2,SOKOTO,2,20,3,0,2,2,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,1,2,1,1,0,1
2,SOKOTO,2,22,3,0,2,2,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,2,2,1,1,0,1
2,SOKOTO,2,20,3,0,2,2,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,2,2,1,1,0,1
2,SOKOTO,2,22,3,1,2,2,2,2,2,1,2,1,2,2,1,1,3,2,0,4,0,1,2,0,1,0,0
1,SOKOTO,2,25,3,1,1,2,2,2,3,1,2,1,2,2,1,1,3,2,0,4,0,1,2,0,1,1,0
1,SOKOTO,2,25,10,0,1,2,2,2,2,1,2,1,2,2,2,1,3,2,0,4,0,1,2,1,0,0,1
1,SOKOTO,2,22,10,0,1,2,2,2,2,1,2,1,2,2,2,3,3,2,4,4,0,1,2,1,0,0,1
2,SOKOTO,2,20,10,0,2,1,2,2,2,1,2,1,2,2,1,3,3,2,4,4,0,1,2,0,1,0,0
1,SOKOTO,2,20,11,0,1,2,2,2,1,1,2,1,2,2,2,1,3,2,4,4,0,1,2,1,0,0,1
2,SOKOTO,2,18,3,0,2,2,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,1,2,1,1,0,1
1,SOKOTO,2,24,10,0,1,2,2,2,1,1,2,2,2,2,3,3,3,2,0,3,0,1,2,0,0,1,1
2,SOKOTO,2,20,10,0,2,2,2,2,1,1,2,1,2,2,1,3,3,2,0,3,0,1,2,0,0,1,1
2,SOKOTO,1,23,10,0,1,2,2,2,1,1,2,2,2,2,1,1,3,2,0,3,0,2,2,0,0,1,1
2,SOKOTO,2,20,10,1,1,1,2,2,2,1,2,2,2,2,2,2,3,2,3,3,0,2,2,1,1,0,1
2,SOKOTO,2,23,10,0,1,1,2,2,1,1,2,2,2,2,1,3,3,2,0,3,0,2,2,0,0,2,1
2,SOKOTO,2,19,10,1,1,2,2,2,1,1,2,1,2,2,1,3,3,2,0,3,0,1,2,1,0,2,1
2,SOKOTO,2,22,10,0,1,2,2,2,1,1,2,2,2,2,1,3,3,2,0,3,0,1,2,1,0,2,1
1,SOKOTO,2,25,5,0,1,2,2,2,2,1,2,1,2,2,2,3,3,2,0,3,0,1,2,0,1,2,1
2,SOKOTO,2,22,10,1,1,2,2,2,1,1,2,2,2,2,1,3,3,2,0,4,0,1,2,1,1,1,2
2,SOKOTO,2,20,3,0,2,2,2,2,2,1,2,1,2,2,1,3,3,2,0,4,0,2,2,0,1,0,0
2,SOKOTO,2,19,3,0,1,2,2,2,1,1,1,2,2,2,1,3,3,2,0,3,0,1,2,1,0,2,1
2,SOKOTO,2,19,10,1,1,2,2,2,1,1,1,2,2,2,1,3,3,2,0,4,0,1,2,0,0,2,1
2,SOKOTO,2,24,10,0,1,2,2,2,1,1,2,1,2,2,1,3,3,2,0,3,0,1,2,1,1,1,2
1,SOKOTO,2,19,2,1,1,2,2,2,1,1,1,3,2,2,2,3,3,2,0,4,0,1,2,0,0,0,1
1,SOKOTO,2,25,3,1,1,2,2,2,2,1,2,1,2,2,2,3,3,1,4,4,0,1,2,1,0,0,1
2,SOKOTO,2,20,4,1,1,1,2,2,1,1,2,2,2,2,1,3,3,1,1,4,0,1,2,1,0,2,1
2,SOKOTO,2,25,3,0,1,2,2,2,2,1,2,1,2,2,2,1,3,1,4,4,0,1,2,0,0,0,0
1,SOKOTO,2,22,4,0,1,2,2,2,1,1,2,2,2,2,1,3,3,1,0,4,0,1,2,1,0,0,2
2,SOKOTO,2,25,10,0,1,1,2,2,1,1,2,1,2,2,2,3,3,1,1,4,0,1,2,0,1,1,1
2,TARABA,2,23,11,0,1,2,2,2,3,2,1,2,1,1,19,3,3,2,0,4,0,2,2,0,0,0,0
1,TARABA,2,23,11,1,2,2,2,2,3,1,2,2,1,1,19,1,3,2,0,4,0,2,2,0,1,0,0
1,TARABA,2,23,4,1,1,2,2,2,3,1,2,2,2,1,18,1,3,2,0,4,0,2,2,0,0,0,0
1,TARABA,2,20,10,1,2,2,2,2,2,1,2,2,2,1,3,1,3,2,4,4,0,1,2,0,0,1,0
1,TARABA,2,22,5,1,2,2,2,2,3,1,2,3,2,2,2,1,3,2,0,4,0,1,2,0,0,0,0
1,TARABA,2,21,2,1,1,2,2,2,1,1,2,2,2,2,1,3,3,2,0,4,0,1,2,0,0,2,1
1,TARABA,2,20,5,1,2,2,2,2,2,1,2,2,1,2,2,1,3,2,0,4,0,1,2,0,0,0,0
1,TARABA,1,22,10,0,2,2,2,2,3,1,2,2,2,2,2,3,3,2,0,4,0,2,2,0,0,0,0
1,TARABA,2,25,10,1,2,2,2,2,2,2,1,1,2,2,18,1,3,2,4,4,0,1,2,0,0,0,1
2,TARABA,2,25,2,0,2,2,2,2,3,1,1,2,2,2,19,2,3,2,0,4,0,1,2,0,0,1,0
1,TARABA,2,20,3,1,2,1,2,2,2,1,2,2,2,1,1,1,3,2,0,4,0,1,2,0,0,1,0
2,TARABA,1,19,10,0,2,1,2,2,3,1,2,2,2,2,1,3,3,2,0,4,0,2,2,0,0,0,0
2,TARABA,2,20,11,1,2,2,2,2,3,1,2,2,1,2,18,3,3,2,0,4,0,2,2,0,1,0,0
2,TARABA,2,25,4,1,1,2,2,2,2,1,2,2,2,2,1,2,3,2,4,4,0,1,2,1,0,0,1
2,TARABA,2,20,10,0,2,2,2,2,2,1,2,1,2,1,19,3,3,2,0,4,0,1,2,2,0,0,1
1,TARABA,2,25,10,1,2,2,2,2,3,1,1,1,2,2,18,3,3,2,4,4,0,2,2,2,0,2,1
2,TARABA,2,22,5,0,2,2,2,2,2,1,2,2,1,1,3,3,3,2,0,4,0,2,2,1,1,0,2
2,TARABA,2,25,4,1,2,2,2,2,2,2,2,2,2,1,1,3,3,2,0,3,0,2,2,0,0,0,1
1,TARABA,2,18,4,1,2,2,2,2,3,1,1,3,2,1,1,3,3,2,3,3,0,2,2,0,0,0,0
1,TARABA,2,25,11,1,2,2,2,2,3,1,2,3,2,2,2,1,3,2,3,4,0,1,2,1,0,1,1
1,TARABA,1,18,2,0,2,1,2,2,2,1,1,2,2,2,1,2,3,2,3,4,0,2,2,0,0,0,1
1,TARABA,2,23,4,1,1,2,2,2,2,2,2,3,2,1,2,1,3,2,3,4,0,1,2,0,0,0,0
2,TARABA,2,25,3,1,2,2,2,2,2,1,2,1,2,2,1,1,3,2,0,4,0,1,2,0,1,0,0
1,TARABA,1,18,3,1,1,1,2,2,2,1,2,2,2,2,6,1,3,2,0,4,0,1,2,0,0,0,0
2,TARABA,2,20,5,1,2,2,2,2,2,2,1,2,2,2,1,1,3,2,0,4,0,1,2,0,0,2,0
2,TARABA,1,25,2,1,2,2,2,2,3,1,2,1,2,1,18,1,3,2,0,4,0,1,2,0,0,0,0
1,TARABA,2,18,4,1,1,2,2,2,3,1,1,1,2,2,18,1,3,2,3,4,0,1,2,0,0,2,0
1,TARABA,2,22,5,1,1,2,2,2,2,2,2,1,2,2,1,1,3,2,3,3,0,1,2,2,0,2,1
2,TARABA,2,25,2,0,1,2,2,2,3,1,2,2,2,2,1,3,3,2,3,4,0,2,2,0,0,0,1
2,TARABA,2,20,5,1,1,2,2,2,3,1,2,2,2,2,1,3,3,2,3,4,0,2,2,0,0,1,0
1,TARABA,2,18,11,1,1,2,2,2,3,1,2,2,2,2,1,2,3,2,0,4,0,1,2,2,0,0,1
1,TARABA,2,25,10,1,2,2,2,2,2,1,1,2,2,1,18,1,3,2,4,4,0,1,2,0,0,0,0
2,TARABA,2,25,3,1,2,2,2,2,3,1,1,3,2,1,1,3,3,2,2,4,0,2,2,0,0,0,0
1,TARABA,2,25,5,1,1,2,2,2,2,2,2,2,2,1,1,1,3,2,0,3,0,2,2,0,0,0,0
2,TARABA,2,22,5,1,2,2,2,2,2,1,2,1,2,2,3,3,3,2,0,4,0,1,2,0,0,1,0
2,TARABA,2,25,4,1,1,1,2,2,3,1,1,2,2,2,1,3,3,2,0,4,0,1,2,0,0,1,0
2,TARABA,2,20,10,0,2,2,2,2,2,1,1,2,2,1,19,3,3,2,3,4,0,1,2,0,0,0,1
1,TARABA,2,23,10,1,2,1,2,2,2,1,1,2,1,1,18,1,3,2,0,4,0,1,2,0,0,1,0
2,TARABA,2,20,3,0,1,2,2,2,2,2,1,2,2,1,2,1,3,2,3,4,0,2,2,0,1,0,1
1,TARABA,1,21,5,1,1,2,2,2,2,1,2,2,2,1,1,1,3,2,3,4,0,1,2,0,0,0,0
1,TARABA,2,25,5,0,1,2,2,2,2,1,1,2,2,2,2,1,3,2,3,3,0,1,2,2,0,1,1
1,TARABA,1,19,4,0,2,2,2,2,2,2,2,2,2,2,1,3,3,2,0,4,0,2,2,1,0,0,1
2,TARABA,1,20,5,1,1,1,2,2,2,1,2,2,2,1,2,3,3,2,0,4,0,1,2,1,0,0,1
2,TARABA,2,24,10,1,2,2,2,2,1,2,1,1,1,2,18,1,3,2,2,3,0,1,1,0,0,2,1
1,TARABA,1,25,5,1,1,1,2,2,2,1,2,2,2,2,3,1,3,2,2,4,0,1,1,1,0,2,2
1,TARABA,1,24,4,1,1,2,2,2,3,1,2,2,2,2,1,2,3,2,0,4,0,2,2,0,0,0,0
1,TARABA,2,24,3,1,1,2,2,2,2,1,1,2,2,2,2,2,3,2,3,3,0,1,2,0,0,2,1
2,TARABA,1,18,4,0,2,2,2,2,2,1,1,2,2,2,6,3,3,2,3,3,0,1,2,1,0,2,1
1,TARABA,1,18,4,0,2,1,2,2,3,1,1,2,2,2,1,1,3,2,0,4,0,2,2,2,0,0,1
1,TARABA,1,24,5,1,1,2,2,2,3,1,2,3,2,2,1,1,3,2,3,3,0,1,2,1,0,2,1
2,TARABA,1,20,4,0,2,1,2,2,2,1,1,1,2,2,4,3,3,2,3,3,0,1,2,1,0,1,1
2,TARABA,2,21,4,1,2,2,2,2,3,2,1,1,2,2,2,3,3,2,0,4,0,2,2,0,0,2,0
2,TARABA,1,25,2,0,1,1,2,2,3,2,1,2,2,2,1,3,2,2,0,4,0,1,2,1,0,0,0
2,TARABA,1,24,4,1,1,2,2,2,2,1,2,2,2,2,2,3,3,2,3,3,0,1,2,2,0,1,1
1,TARABA,1,19,5,0,1,1,2,2,3,1,1,2,2,2,2,3,3,1,1,4,0,1,2,1,0,1,1
2,TARABA,2,23,5,0,1,1,2,2,2,1,2,2,2,2,3,3,3,1,1,4,0,1,2,2,1,2,2
1,TARABA,2,25,5,1,1,2,2,2,2,1,2,2,1,1,1,1,3,1,3,4,0,1,2,1,0,2,1
2,TARABA,1,25,5,0,1,2,2,2,2,1,1,3,2,2,19,3,3,1,3,4,0,2,2,0,0,2,0
2,TARABA,1,23,5,0,1,2,2,2,3,1,2,1,2,2,2,3,3,1,0,4,0,2,2,0,0,2,1
2,TARABA,2,19,4,0,2,2,2,2,2,2,1,1,2,2,18,3,3,1,1,4,0,2,2,0,0,2,1
2,TARABA,1,20,3,0,1,2,2,2,2,2,2,2,2,2,2,3,3,1,2,4,0,2,2,0,0,1,0
2,TARABA,2,25,5,0,2,1,2,2,3,1,2,1,2,2,19,3,3,1,3,4,0,2,2,1,0,1,1
2,TARABA,1,20,4,0,1,2,2,2,2,2,2,2,2,1,1,3,3,1,3,4,0,1,2,2,0,2,1
2,TARABA,1,20,4,1,1,2,2,2,3,1,2,2,2,2,18,3,3,1,0,2,0,2,2,2,0,2,1
1,TARABA,2,25,6,0,1,2,2,2,2,1,2,2,1,2,2,1,3,1,3,3,0,1,2,0,0,0,1
1,TARABA,1,23,5,0,2,1,2,2,2,2,2,1,2,2,3,3,3,1,1,2,0,1,1,0,0,2,2
2,TARABA,1,23,5,0,1,1,2,2,3,2,2,1,2,1,3,3,3,1,0,4,0,2,2,2,0,2,1
2,TARABA,1,25,5,0,1,2,2,2,3,1,2,2,1,1,1,3,3,1,0,4,0,2,2,1,0,1,1
2,YOBE,2,19,10,1,1,2,2,2,3,1,2,1,2,1,19,3,3,2,0,4,0,1,2,0,0,0,0
1,YOBE,2,20,10,1,1,2,2,2,3,1,2,2,2,1,20,3,3,2,0,4,0,2,2,0,0,0,0
2,YOBE,2,25,10,0,2,2,2,2,3,1,2,2,2,2,5,3,3,2,0,4,0,2,2,0,0,0,1
1,YOBE,2,20,10,1,2,2,2,2,3,1,2,2,2,2,3,1,3,2,0,4,0,1,2,2,1,0,1
1,YOBE,2,25,10,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,0,4,0,1,2,0,0,0,0
2,YOBE,2,24,11,0,2,1,2,2,3,1,1,1,2,2,1,3,3,2,4,4,0,2,2,0,0,0,1
1,YOBE,2,25,10,1,1,2,2,2,3,1,2,2,2,1,3,1,3,2,0,4,0,1,2,0,0,0,0
2,YOBE,2,18,10,1,2,1,2,2,3,1,2,1,2,1,1,1,3,2,0,4,0,1,2,0,0,0,0
1,YOBE,2,25,4,1,2,2,2,2,2,2,1,1,2,1,1,1,3,2,4,4,0,1,2,0,0,2,1
1,YOBE,2,21,10,1,1,2,2,2,2,1,2,3,2,2,2,1,3,2,4,4,0,1,2,0,0,0,0
1,YOBE,1,25,10,0,1,1,2,2,2,1,2,3,2,2,1,3,3,2,2,3,0,2,1,2,0,2,1
1,YOBE,2,25,10,1,1,2,2,2,2,1,2,2,1,2,4,1,3,2,2,4,0,1,1,0,0,0,1
2,YOBE,1,20,4,0,1,2,2,2,2,1,1,1,2,2,1,3,3,2,4,4,0,2,2,0,0,2,1
2,YOBE,1,20,2,0,2,2,2,2,3,1,1,2,2,2,2,3,3,2,4,4,0,2,2,0,0,0,0
2,YOBE,2,18,10,1,1,2,2,2,2,1,1,2,2,1,18,1,3,1,0,4,0,1,2,0,0,2,1
1,YOBE,2,25,11,1,1,2,2,2,1,1,2,1,2,1,2,3,3,1,0,4,0,1,2,0,0,0,1
1,YOBE,2,25,3,0,1,2,2,2,3,1,2,2,2,2,1,3,3,1,0,4,0,1,2,0,0,0,0
1,YOBE,1,25,3,1,1,2,2,2,2,1,2,2,2,2,1,3,3,1,1,4,0,2,2,0,0,0,1
1,YOBE,2,22,3,0,1,2,2,2,3,1,2,1,1,1,6,1,3,1,4,3,0,1,2,2,0,2,1
1,YOBE,2,25,5,1,1,1,2,2,2,1,2,2,1,1,2,1,3,1,0,4,0,1,2,0,0,2,0
1,YOBE,2,25,10,1,2,1,2,2,3,1,1,2,2,1,20,2,3,1,0,4,0,2,2,2,0,0,1
2,ZAMFARA,2,21,11,1,1,1,2,2,1,1,1,2,2,2,2,1,3,2,4,4,0,1,2,0,0,1,1
2,ZAMFARA,2,23,10,1,1,2,2,2,2,1,1,1,2,2,3,3,3,2,0,4,0,2,2,0,1,0,1
2,ZAMFARA,2,23,11,0,2,2,2,2,2,2,2,1,2,2,1,1,3,2,3,3,0,1,2,0,1,1,1
1,ZAMFARA,2,20,2,1,2,2,2,2,2,1,1,1,2,2,3,3,3,2,4,4,0,1,2,2,0,0,1
2,ZAMFARA,2,24,10,0,1,2,2,2,2,1,1,1,2,2,1,3,3,2,0,4,0,1,2,0,1,1,1
2,ZAMFARA,2,21,10,1,1,1,2,2,2,1,1,1,2,2,1,3,3,1,0,4,0,1,2,0,1,1,1
2,ZAMFARA,2,23,5,1,1,1,2,2,3,1,2,1,2,2,1,1,3,1,0,4,0,1,2,0,0,2,0
1,ZAMFARA,2,25,10,1,1,2,2,2,1,1,1,1,2,2,20,3,3,1,2,3,0,1,1,0,1,1,2
2,ZAMFARA,2,20,3,1,1,2,2,2,1,1,1,2,2,2,3,2,3,1,0,4,0,1,2,0,1,0,1
2,ZAMFARA,2,22,10,1,1,1,2,2,2,1,1,1,2,2,1,3,3,1,0,4,0,1,2,0,1,1,1
2,ZAMFARA,1,22,5,1,1,2,2,2,2,1,2,1,2,2,19,1,3,1,0,4,0,1,2,0,1,0,2
2,ZAMFARA,1,25,6,0,1,2,2,2,2,1,2,2,2,2,2,3,3,1,1,3,0,1,1,0,1,2,1
2,ZAMFARA,2,25,4,1,1,2,2,2,2,1,2,2,2,2,1,1,3,1,3,4,0,1,2,0,0,1,1
2,ZAMFARA,2,24,10,1,1,2,2,2,1,1,1,1,2,2,5,1,3,1,0,4,0,1,2,0,1,1,2
2,ZAMFARA,2,25,10,1,1,2,2,2,2,2,1,1,2,2,19,3,3,1,0,4,0,1,2,0,1,1,1
2,ZAMFARA,1,22,5,0,1,2,2,2,3,2,2,2,2,2,1,3,3,1,0,4,0,1,2,0,1,2,1
1,ZAMFARA,2,25,4,0,2,1,2,2,2,1,1,1,2,2,19,1,3,1,2,4,0,1,1,2,1,1,2
